date,firm,publisher,Likud,Yesh_Atid,Rel_Zionism,Otzma_Yehudit,National_Unity,Shas,UTJ,Yisrael_Beiteinu,Raam,Hadash_Taal,Labor,Meretz,Balad,lead,gov_total,source_url,date_parsed,dems,New_Hope,Bennett_2026,Blue_White,Reservists,Yashar,Joint_List,Joint_List_1,Joint_List_2
4 Dec 2025,Yossi Taktika,Zman Israel[21],28.0,10.0,,6.0,,10.0,8.0,9.0,6.0,5.0,,,,8,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,11,,20.0,,,7.0,,,
4 Dec 2025,Midgam,HaHadashot 12[18],25.0,9.0,4.0,6.0,,9.0,7.0,9.0,5.0,5.0,,,-1.7,4,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,12,,21.0,-1.9,-2.9,8.0,,,
11 Dec 2025,Yossi Taktika,Zman Israel[15],28.0,10.0,,6.0,,10.0,8.0,10.0,5.0,4.0,,,,7,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,9,,21.0,,4.0,5.0,,,
11 Dec 2025,Filber,Channel 14[13],35.0,4.0,4.0,7.0,,11.0,8.0,10.0,6.0,5.0,,,-2.5,22,65.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,10,,13.0,-1.2,,7.0,,,
11 Dec 2025,Midgam,HaHadashot 12[12],27.0,9.0,-2.0,8.0,,9.0,7.0,9.0,5.0,5.0,,,-1.3,5,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,11,,22.0,-2.9,-1.6,8.0,,,
11 Dec 2025,Lazar,Maariv[14],28.0,8.0,-2.8,8.0,,9.0,7.0,11.0,5.0,5.0,,,-2.0,8,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,11,,20.0,-2.9,-2.8,8.0,,,
17 Dec 2025,Direct Polls,i24 News[11],35.0,-2.7,4.0,8.0,,10.0,9.0,9.0,6.0,5.0,,,-2.6,15,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-17,9,,20.0,-1.8,-3.0,5.0,,,
18 Dec 2025,Yossi Taktika,Zman Israel[10],26.0,10.0,,6.0,,10.0,8.0,10.0,5.0,5.0,,,,6,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-18,10,,20.0,,4.0,6.0,,,
18 Dec 2025,Lazar,Maariv[9],25.0,9.0,-2.1,9.0,,9.0,7.0,9.0,5.0,5.0,,,-1.4,3,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-18,10,,22.0,-2.3,-3.0,10.0,,,
18 Dec 2025,Filber,Channel 14[8],36.0,4.0,4.0,7.0,,11.0,8.0,10.0,5.0,5.0,,,-2.4,25,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-18,11,,11.0,-1.7,,8.0,,,
23 Dec 2025,Maagar Mochot,Channel 13[7],25.0,9.0,4.0,10.0,,9.0,7.0,10.0,4.0,6.0,,,-2.1,3,55.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-23,8,,22.0,-2.2,-1.4,6.0,,,
25 Dec 2025,Yossi Taktika,Zman Israel[6],25.0,9.0,4.0,5.0,,10.0,8.0,10.0,5.0,5.0,,,,5,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,10,,20.0,,4.0,5.0,,,
25 Dec 2025,Lazar,Maariv[5],25.0,9.0,-2.9,9.0,,9.0,7.0,10.0,5.0,5.0,,,-1.8,4,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,10,,21.0,-2.2,-2.4,10.0,,,
25 Dec 2025,Filber,Channel 14[4],34.0,5.0,5.0,8.0,,10.0,9.0,9.0,5.0,5.0,,,-2.3,22,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,10,,12.0,-1.1,,8.0,,,
25 Dec 2025,Midgam,HaHadashot 12[3],25.0,9.0,4.0,8.0,,8.0,7.0,9.0,5.0,5.0,,,-1.3,3,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,11,,22.0,-1.9,-1.7,7.0,,,
1 Jan 2026,Filber,Channel 14[90],35.0,6.0,5.0,7.0,,11.0,8.0,9.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,10,,11.0,-0.9,,8.0,5.0,5,(2.1%)
1 Jan 2026,Midgam,HaHadashot 12[89],26.0,10.0,-2.9,9.0,,9.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,11,,21.0,-2.0,-2.7,8.0,5.0,5,(1.8%)
1 Jan 2026,Lazar,Maariv[91],27.0,9.0,-2.8,10.0,,8.0,7.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,10,,19.0,-2.0,-3.0,10.0,5.0,5,(2.0%)
1 Jan 2026,Yossi Taktika,Zman Israel[92],28.0,10.0,,6.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,8,,22.0,,,7.0,6.0,5,–
7 Jan 2026,Maagar Mochot,Channel 13[88],26.0,7.0,-2.3,10.0,,10.0,7.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-07,8,,24.0,-2.3,-1.6,8.0,5.0,5,(2.3%)
8 Jan 2026,Yossi Taktika,Zman Israel[87],28.0,10.0,,7.0,,10.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,9,,21.0,,,6.0,6.0,5,–
8 Jan 2026,Lazar,Maariv[86],27.0,8.0,-2.2,9.0,,8.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,10,,22.0,-2.2,-2.7,10.0,5.0,5,(1.8%)
8 Jan 2026,Filber,Channel 14[85],35.0,6.0,4.0,7.0,,11.0,9.0,9.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,8,,13.0,-1.4,,8.0,5.0,5,(2.1%)
8 Jan 2026,Midgam,HaHadashot 12[84],25.0,9.0,4.0,8.0,,8.0,7.0,8.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,12,,21.0,-0.6,-2.5,8.0,5.0,5,(1.3%)
14 Jan 2026,Kantar,Israel Hayom[83],27.0,8.0,-2.9,9.0,,10.0,7.0,8.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-14,9,,23.0,-3.0,-2.7,9.0,5.0,5,(1.9%)
15 Jan 2026,Yossi Taktika,Zman Israel[82],27.0,9.0,,7.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,8,,19.0,4.0,,7.0,6.0,5,–
15 Jan 2026,Lazar,Maariv[81],26.0,9.0,-2.6,10.0,,8.0,7.0,8.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,10,,22.0,-2.3,-2.6,11.0,4.0,5,(2.1%)
15 Jan 2026,Filber,Channel 14[80],35.0,5.0,4.0,7.0,,11.0,9.0,10.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,11,,11.0,-2.8,,6.0,6.0,5,(2.1%)
15 Jan 2026,TrendZone,–[79],34.0,5.0,,10.0,,6.0,6.0,6.0,,,,,,,56.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,12,,21.0,-1.8,,9.0,5.0,6,–
15 Jan 2026,Midgam,HaHadashot 12[78],26.0,9.0,-2.9,9.0,,8.0,8.0,8.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,12,,22.0,-2.4,-1.4,8.0,5.0,5,(1.7%)
20 Jan 2026,Maagar Mochot,Channel 13[76][77],25.0,7.0,-2.6,9.0,,10.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-20,10,,23.0,-2.0,-2.0,7.0,4.0,5,4
22 Jan 2026,Midgam,HaHadashot 12[72],25.0,8.0,-2.9,9.0,,9.0,8.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,11,,22.0,-1.7,-2.7,9.0,5.0,5,(1.1%)
22 Jan 2026,Filber,Channel 14[73],34.0,5.0,5.0,7.0,,10.0,9.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,10,,10.0,4.0,,7.0,5.0,6,(2.4%)
22 Jan 2026,Yossi Taktika,Zman Israel[75],25.0,8.0,4.0,6.0,,10.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,9,,18.0,4.0,,7.0,6.0,5,–
22 Jan 2026,Lazar,Maariv[74],25.0,9.0,-2.0,9.0,,8.0,7.0,9.0,,,,,,,49.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,9,,23.0,-2.8,-2.8,11.0,5.0,5,(1.9%)
29 Jan 2026,Yossi Taktika,Zman Israel[70],28.0,9.0,,7.0,,10.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,10,,19.0,,,8.0,6.0,5,–
29 Jan 2026,Yossi Taktika,Zman Israel[70],27.0,8.0,,7.0,,9.0,8.0,10.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,9,,19.0,,,7.0,16.0,16,16
29 Jan 2026,Lazar,Maariv[69],27.0,7.0,-2.2,8.0,,8.0,7.0,9.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,9,,22.0,-2.7,-1.8,10.0,13.0,13,13
29 Jan 2026,Filber,Channel 14[68],34.0,6.0,4.0,7.0,,10.0,9.0,9.0,,,,,,,64.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,9,,12.0,-3.0,,7.0,13.0,13,13
29 Jan 2026,Midgam,HaHadashot 12[67],27.0,8.0,-2.9,8.0,,9.0,7.0,8.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,11,,21.0,-1.8,-1.0,9.0,12.0,12,12
4 Feb 2026,Maagar Mochot,Channel 13[66],26.0,8.0,4.0,9.0,,9.0,6.0,7.0,,,,,,,54.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-04,8,,22.0,,,6.0,15.0,15,15
5 Feb 2026,Yossi Taktika,Times of Israel [65],27.0,8.0,,7.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-05,8,,18.0,4.0,,6.0,14.0,14,14
5 Feb 2026,Filber,Channel 14[64],34.0,4.0,4.0,7.0,,11.0,9.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-05,9,,11.0,4.0,,6.0,13.0,13,13
6 Feb 2026,TrendZone,–[63],33.0,5.0,,8.0,,7.0,7.0,8.0,,,,,,,55.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-06,9,,20.0,,,8.0,15.0,15,15
11 Feb 2026,Kantar,Israel Hayom[62],27.0,7.0,-2.7,10.0,,9.0,7.0,9.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-11,9,,21.0,-2.9,-1.9,11.0,5.0,5,(2.3%)
11 Feb 2026,Kantar,Israel Hayom[62],26.0,7.0,-2.7,10.0,,9.0,7.0,9.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-11,9,,20.0,-2.9,-1.9,10.0,13.0,13,13
12 Feb 2026,Filber,Channel 14[59],35.0,5.0,5.0,7.0,,10.0,9.0,8.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-12,10,,10.0,,,8.0,13.0,13,13
12 Feb 2026,Midgam,HaHadashot 12[58],26.0,7.0,-2.7,9.0,,9.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-12,11,,21.0,-2.2,-2.3,11.0,5.0,5,(2.0%)
12 Feb 2026,Yossi Taktika,Zman Israel[60],27.0,8.0,,7.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-12,8,,19.0,,,8.0,15.0,15,15
12 Feb 2026,Midgam,HaHadashot 12[58],25.0,7.0,-2.7,9.0,,9.0,7.0,9.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-12,11,,20.0,-1.9,-2.0,11.0,12.0,12,12
12 Feb 2026,Lazar,Maariv[61],25.0,9.0,-2.5,10.0,,8.0,7.0,9.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-12,9,,21.0,-2.5,-2.3,12.0,5.0,5,(2.0%)
12 Feb 2026,Yossi Taktika,Zman Israel[60],28.0,9.0,,7.0,,10.0,8.0,11.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-12,8,,20.0,,,8.0,6.0,5,–
17 Feb 2026,Maagar Mochot,Channel 13[57],25.0,9.0,-2.4,8.0,,10.0,7.0,8.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-17,7,,22.0,-1.6,-1.3,9.0,15.0,15,15
18 Feb 2026,Direct Polls,i24 News[56],34.0,-2.9,4.0,8.0,,10.0,8.0,8.0,,,,,,,64.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-18,9,,14.0,-2.6,-2.4,11.0,14.0,14,14
19 Feb 2026,Lazar,Maariv[54],26.0,8.0,-2.6,9.0,,8.0,7.0,8.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-19,11,,20.0,-2.9,-1.3,13.0,5.0,5,(1.8%)
19 Feb 2026,Yossi Taktika,Zman Israel[55],27.0,7.0,,7.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-19,9,,18.0,4.0,,9.0,6.0,5,–
19 Feb 2026,Filber,Channel 14[53],34.0,5.0,4.0,8.0,,10.0,9.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-19,9,,11.0,,,9.0,13.0,13,13
26 Feb 2026,Yossi Taktika,Zman Israel[52],27.0,7.0,,8.0,,10.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-26,9,,18.0,,,12.0,6.0,5,–
26 Feb 2026,Lazar,Maariv[51],26.0,8.0,-2.2,9.0,,8.0,7.0,8.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-26,11,,19.0,-2.8,-1.9,14.0,5.0,5,(1.5%)
26 Feb 2026,Lazar,Maariv[51],25.0,7.0,-2.2,9.0,,8.0,7.0,8.0,,,,,,,49.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-26,9,,20.0,-2.7,-1.9,13.0,14.0,14,14
26 Feb 2026,Filber,Channel 14[50],33.0,4.0,5.0,8.0,,11.0,8.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-26,9,,10.0,,,11.0,13.0,13,13
26 Feb 2026,Midgam,HaHadashot 12[49],26.0,7.0,-2.6,10.0,,9.0,7.0,8.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-26,11,,21.0,-1.9,-1.9,11.0,6.0,4,(1.6%)
5 Mar 2026,Yossi Taktika,Zman Israel[48],31.0,6.0,,6.0,,9.0,7.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-05,8,,15.0,4.0,,14.0,5.0,5,–
5 Mar 2026,Lazar,Maariv[47],27.0,6.0,-2.8,9.0,,8.0,7.0,8.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-05,10,,21.0,-2.0,-2.8,14.0,5.0,5,(1.6%)
5 Mar 2026,Filber,Channel 14[46],34.0,4.0,4.0,8.0,,11.0,9.0,7.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-05,9,,11.0,-1.3,,10.0,13.0,13,13
11 Mar 2026,Midgam,HaHadashot 12[45],26.0,6.0,,9.0,,9.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-11,12,,21.0,,,11.0,5.0,5,–
12 Mar 2026,Yossi Taktika,Zman Israel[44],29.0,6.0,4.0,6.0,,8.0,7.0,10.0,,,,,,,54.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-12,8,,17.0,,,15.0,5.0,5,–
13 Mar 2026,Lazar,Maariv[43],27.0,7.0,-3.0,8.0,,8.0,7.0,8.0,,,,,,,57.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-13,10,,22.0,-1.3,-2.8,13.0,5.0,5,(1.4%)
19 Mar 2026,Midgam,HaHadashot 12[41],28.0,6.0,,7.0,,9.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-19,12,,20.0,,,12.0,5.0,5,–
19 Mar 2026,Yossi Taktika,Zman Israel[42],28.0,5.0,,7.0,,8.0,8.0,10.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-19,9,,15.0,4.0,,16.0,5.0,5,–
20 Mar 2026,Lazar,Maariv[40],28.0,8.0,0.0,7.0,,8.0,7.0,10.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-20,10,,21.0,0.0,0.0,11.0,5.0,5,0
26 Mar 2026,Lazar,Maariv[39],26.0,7.0,-2.3,9.0,,8.0,7.0,9.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-26,10,,21.0,-2.8,-1.6,13.0,5.0,5,(1.3%)
26 Mar 2026,Filber,Channel 14[38],35.0,4.0,4.0,7.0,,10.0,9.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-26,10,,10.0,-1.2,,11.0,12.0,12,12
26 Mar 2026,Yossi Taktika,Zman Israel[37],29.0,6.0,,7.0,,9.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-26,8,,16.0,,,17.0,5.0,5,–
29 Mar 2026,Kantar,Kan 11[36],28.0,7.0,,8.0,,9.0,8.0,9.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-29,9,,19.0,,,13.0,5.0,6,–
31 Mar 2026,Lazar,Maariv[34],25.0,8.0,-2.0,8.0,,9.0,7.0,8.0,,,,,,,49.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-03-31,9,,22.0,-1.4,-1.4,14.0,4.0,6,(1.2%)
9 Apr 2026,Midgam,HaHadashot 12[33],25.0,6.0,-2.9,9.0,,9.0,7.0,9.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-09,10,,22.0,-1.5,-0.9,13.0,5.0,5,(0.9%)
9 Apr 2026,Maagar Mochot,Channel 13[32],22.0,6.0,5.0,10.0,,10.0,7.0,8.0,,,,,,,54.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-09,10,,21.0,,,12.0,5.0,6,–
9 Apr 2026,Kantar,Kan 11[31],25.0,6.0,-2.4,10.0,,9.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-09,11,,19.0,-1.7,-2.7,14.0,5.0,5,(1.8%)
9 Apr 2026,Filber,Channel 14[30],35.0,4.0,4.0,7.0,,10.0,9.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-09,10,,10.0,-1.8,,12.0,11.0,11,11
10 Apr 2026,Lazar,Maariv[29],25.0,7.0,-1.8,8.0,,9.0,7.0,9.0,,,,,,,49.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-10,8,,24.0,-2.5,-1.6,13.0,5.0,5,(1.4%)
16 Apr 2026,Yossi Taktika,Zman Israel[26],28.0,5.0,,6.0,,9.0,8.0,10.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-16,9,,16.0,4.0,,16.0,5.0,4,–
16 Apr 2026,Midgam,HaHadashot 12[27],25.0,6.0,-2.8,10.0,,9.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-16,10,,20.0,-2.0,-2.8,14.0,5.0,5,(1.4%)
16 Apr 2026,Kantar,Israel Hayom[25],26.0,6.0,-2.5,10.0,,9.0,7.0,8.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-16,9,,20.0,,,14.0,5.0,6,–
16 Apr 2026,Filber,Channel 14[28],35.0,-2.9,4.0,7.0,,11.0,8.0,9.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-16,10,,11.0,-1.2,,13.0,12.0,12,12
17 Apr 2026,Lazar,Maariv[24],25.0,7.0,-2.3,8.0,,9.0,7.0,9.0,,,,,,,49.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-17,9,,24.0,-2.1,-2.3,12.0,5.0,5,(2.0%)
23 Apr 2026,Filber,Channel 14[23],35.0,4.0,4.0,8.0,,11.0,8.0,9.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-23,8,,10.0,-1.2,,12.0,11.0,11,11
23 Apr 2026,Midgam,HaHadashot 12[22],25.0,7.0,-2.7,9.0,,9.0,7.0,8.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-23,10,,21.0,-0.8,-1.3,14.0,5.0,5,(0.4%)
24 Apr 2026,Lazar,Maariv[21],24.0,7.0,-2.8,9.0,,9.0,7.0,9.0,,,,,,,49.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-04-24,9,,24.0,-1.7,-2.0,12.0,5.0,5,(1.4%)
